vehicle_type,type_code,capacity_kg,weight_kg,distance_km,mileage_kmpl,cost_per_km,health_score,available,utility
mini-truck,1,5000.0,1102.5190305578242,546.6211352366954,8.14,16.66,99.5,1.0,0.7716684307556124
tempo,2,1200.0,931.3107819599409,451.6892003331785,14.96,2.28,96.1,1.0,0.9144868287673453
mini-truck,1,5000.0,1500.7492309230086,581.2158813990542,6.47,11.94,94.9,0.0,0.6479243684812428
delivery-van,3,800.0,194.91476483238546,290.0279971584864,13.59,1.98,94.5,1.0,0.8756303651426101
tempo,2,1200.0,1027.5576265266136,438.7206486289423,14.45,2.36,97.3,1.0,1.0
mini-truck,1,5000.0,2453.6102470429187,261.44235230226485,7.32,12.31,80.1,1.0,0.7481099597218686
mini-truck,1,5000.0,3781.526072746052,192.3458584236804,7.01,8.74,91.2,1.0,0.7438061205399051
heavy-truck,0,10000.0,2498.9619754034943,224.5871401041992,5.21,19.8,60.9,1.0,0.6495971626771855
mini-truck,1,5000.0,2567.053349595672,327.00383090365966,8.44,9.1,92.5,0.0,0.6294019075797985
tempo,2,1200.0,1051.4690031468465,195.57240879639622,12.14,2.68,63.1,0.0,0.8013937493887036
heavy-truck,0,10000.0,1867.8472415088754,170.28596168648463,5.52,41.36,93.8,1.0,0.45596753441393184
mini-truck,1,5000.0,3186.483689200862,602.6788066515546,7.31,20.04,75.6,0.0,0.6603148805290115
tempo,2,1200.0,642.5204165718067,471.4121111873445,15.04,3.08,77.0,1.0,0.9591935792617713
tempo,2,1200.0,964.5411684015688,350.3523576071498,15.56,4.23,70.3,1.0,0.9344940385674425
tempo,2,1200.0,429.15351613937327,146.95826765163253,13.85,1.94,72.5,1.0,0.9256814627001431
delivery-van,3,800.0,550.030217813316,382.8300342300096,12.56,3.33,91.2,1.0,1.0
tempo,2,1200.0,840.2064593387737,554.3681492122835,13.41,2.0,82.1,1.0,0.9371921860028918
tempo,2,1200.0,303.4574115065752,360.7711601979434,12.13,3.84,62.1,1.0,0.8870839950414111
delivery-van,3,800.0,602.2179919153042,110.27577441645079,12.9,1.37,47.1,1.0,0.8658894671222187
heavy-truck,0,10000.0,9464.993713797612,453.3311797718734,5.03,35.71,46.8,0.0,0.2874877984009524
heavy-truck,0,10000.0,4549.741468527643,449.36419722775895,4.3,26.44,59.4,1.0,0.6126528971122248
delivery-van,3,800.0,768.0875008431949,176.05236513357306,13.32,3.36,76.3,0.0,0.745450067989382
mini-truck,1,5000.0,2629.4621589679423,265.8598297915114,7.25,17.15,95.9,1.0,0.798076439806225
mini-truck,1,5000.0,1398.5705901372169,552.5581005337214,6.6,20.15,58.3,0.0,0.515337771481419
delivery-van,3,800.0,679.3462932210298,338.10853388154067,10.56,1.49,59.5,1.0,0.9349661341001517
delivery-van,3,800.0,768.6872520894016,535.7406945768973,12.96,3.12,50.8,1.0,0.7184293937934115
heavy-truck,0,10000.0,8243.71901647008,412.1398296212891,4.8,26.59,65.4,1.0,0.6165321435374119
mini-truck,1,5000.0,1832.9516512586965,112.773810878656,6.51,21.78,57.3,1.0,0.6607008679866856
mini-truck,1,5000.0,2328.4833280355315,197.41664205313702,8.24,13.81,67.5,1.0,0.710785830577507
tempo,2,1200.0,314.8982697683546,661.4496422390189,15.78,4.96,90.3,0.0,0.8285606540025979
tempo,2,1200.0,269.04282731303476,259.7237634647461,12.36,2.71,54.6,0.0,0.7120924935975561
tempo,2,1200.0,1056.5001286133977,74.16235869002861,14.12,4.46,85.9,1.0,0.9671333233768594
heavy-truck,0,10000.0,2713.779473305459,574.9072341692419,5.01,39.0,92.1,1.0,0.5471623499920116
tempo,2,1200.0,1216.5661369306213,679.5413673274211,12.67,4.49,72.0,1.0,0.8239467023039546
tempo,2,1200.0,539.0292857548545,314.5900438836486,14.8,4.22,73.1,1.0,0.8872157885067844
delivery-van,3,800.0,371.01593679768587,545.3359399577496,11.4,2.28,53.8,0.0,0.7529547241204091
heavy-truck,0,10000.0,10289.102367668243,192.09895375753888,5.54,41.7,90.7,1.0,0.3658265967188865
delivery-van,3,800.0,684.5427462312272,273.6155964395636,11.17,2.31,49.9,1.0,0.8525635574819527
tempo,2,1200.0,1257.7201422216392,630.1141051578046,15.35,3.85,67.9,1.0,0.7448780365847032
heavy-truck,0,10000.0,10067.174928912948,698.5082412885366,4.72,16.98,53.6,1.0,0.5363834969672169
tempo,2,1200.0,1072.150518238934,143.43608103617242,13.28,3.6,91.4,0.0,0.7924035662473089
heavy-truck,0,10000.0,8030.743958989989,469.11296973737075,5.47,31.03,49.8,1.0,0.5995405180170381
heavy-truck,0,10000.0,6565.613331937923,459.18563775713517,5.64,39.32,54.3,1.0,0.6044184394710576
tempo,2,1200.0,681.8274017761115,616.417201822628,15.27,5.2,51.9,1.0,0.8261155448022051
heavy-truck,0,10000.0,6286.4180950319715,664.839827997926,5.14,41.47,68.3,0.0,0.3429601386633204
mini-truck,1,5000.0,1325.6326548291381,381.7332099294787,6.47,21.5,79.7,1.0,0.6424646594901657
heavy-truck,0,10000.0,6913.5711814211845,169.12765847300733,4.3,19.89,52.7,1.0,0.6196368018408285
heavy-truck,0,10000.0,5051.283044873984,552.5655294426481,4.43,39.24,55.1,1.0,0.5095366098698518
delivery-van,3,800.0,513.474200658418,180.16849806842316,11.4,2.05,74.2,1.0,0.9726690815120785
heavy-truck,0,10000.0,5121.283275878826,70.25192056561352,5.6,20.01,85.9,1.0,0.6556400339952376
delivery-van,3,800.0,316.14147979349474,358.61561979336284,13.76,1.92,73.7,1.0,0.9464004103608462
tempo,2,1200.0,738.8999714222678,389.05294853386465,15.58,2.02,50.1,1.0,0.8943297247789365
delivery-van,3,800.0,239.60833775565166,158.44866813237536,11.91,1.46,62.0,1.0,0.9304556905710076
mini-truck,1,5000.0,3886.397854916919,362.6164757388014,8.07,9.91,94.3,1.0,0.7393437789692167
tempo,2,1200.0,475.25890074999404,590.2997372507391,14.37,2.08,79.7,1.0,0.9483646040822553
tempo,2,1200.0,227.1194429283759,595.3413618612527,16.02,2.85,54.8,1.0,0.8738818232177253
heavy-truck,0,10000.0,3201.683118171686,649.7590710330895,4.68,16.16,63.7,1.0,0.68922685949242
delivery-van,3,800.0,351.8747580171161,83.3472988185283,12.45,2.27,85.8,0.0,0.8173549256299092
tempo,2,1200.0,901.1701388225566,456.31562710626093,13.1,3.49,59.7,1.0,0.9261727398306506
tempo,2,1200.0,466.2476314460721,247.7002118976569,12.6,5.2,82.7,1.0,0.9028516062055424
delivery-van,3,800.0,256.1302204015682,342.7590000405067,11.59,2.0,69.6,1.0,0.9258643269757997
heavy-truck,0,10000.0,2985.7641256575807,633.0873769136729,4.87,39.83,52.0,1.0,0.38785784900407655
tempo,2,1200.0,1094.1170427364736,391.0217850202534,12.75,3.68,87.3,0.0,0.7906576242689136
mini-truck,1,5000.0,2475.3572706752266,577.4794485291717,7.15,15.62,90.4,1.0,0.8006502927417386
tempo,2,1200.0,504.79962370745295,245.77362956674165,14.05,3.56,84.4,1.0,0.9310274369104239
delivery-van,3,800.0,694.1663961722862,482.9852033748978,12.71,1.36,66.4,1.0,0.8488653323267499
mini-truck,1,5000.0,3119.995142189631,219.68959154122155,8.01,14.7,86.1,1.0,0.7330370632642564
heavy-truck,0,10000.0,7009.126326222547,85.77993857808778,5.02,23.48,93.0,1.0,0.6860204616009934
heavy-truck,0,10000.0,6357.787468362969,209.20962249047938,4.31,18.94,86.5,0.0,0.5835972158614944
tempo,2,1200.0,979.5589291948796,205.31124913815881,12.38,4.16,81.1,1.0,0.9531052111683781
delivery-van,3,800.0,566.3298385374378,92.75674844595784,11.73,2.01,88.4,1.0,0.9604475261499709
tempo,2,1200.0,737.7395084993057,450.6714239328909,12.5,2.2,86.0,1.0,0.9549778442035665
tempo,2,1200.0,611.9355281155088,632.3278287115525,13.74,4.53,52.5,1.0,0.8903091269539369
heavy-truck,0,10000.0,7515.941962543819,221.72085787075707,4.87,29.53,90.3,1.0,0.5894448573916675
mini-truck,1,5000.0,3510.3889984661228,415.2456948537877,7.66,16.37,50.5,1.0,0.7152483295662131
delivery-van,3,800.0,779.1443426797435,238.71646720817233,13.22,1.4,89.3,1.0,0.9219260185622455
mini-truck,1,5000.0,4587.54183595105,414.41271734959946,7.16,13.87,48.5,1.0,0.6964459396467532
delivery-van,3,800.0,290.00757426170946,92.27207819439506,13.15,2.47,98.7,1.0,0.9517455702764646
tempo,2,1200.0,213.01639699825355,117.48397411893876,13.7,2.86,96.8,1.0,0.9550875205685128
mini-truck,1,5000.0,917.8338311803519,158.89157223467805,7.51,20.28,91.6,1.0,0.7489577356194473
tempo,2,1200.0,1075.2501285653552,156.19343141169998,15.17,2.05,75.2,1.0,1.0
heavy-truck,0,10000.0,7070.785890705987,526.4559248632077,5.46,34.15,62.5,1.0,0.6332993161189172
mini-truck,1,5000.0,1309.058779880785,66.74628480112851,7.57,10.01,63.5,1.0,0.7682597845621887
mini-truck,1,5000.0,3825.1286419572107,607.8293128836498,6.89,17.5,67.8,1.0,0.6682719456383835
delivery-van,3,800.0,326.182852708283,219.85792086240323,12.67,2.65,72.4,0.0,0.6796921754816546
delivery-van,3,800.0,771.8766041650316,216.4447181707697,10.9,2.78,63.8,1.0,0.8029031690619808
mini-truck,1,5000.0,3384.3689329721738,318.79102282488697,7.04,19.64,93.3,1.0,0.6427055493979024
tempo,2,1200.0,434.738721537426,64.92308015918617,14.86,3.0,52.5,0.0,0.7689582195436927
heavy-truck,0,10000.0,2570.1563100640656,509.98840728708154,4.93,31.76,90.5,1.0,0.6416215651128181
heavy-truck,0,10000.0,7831.915966566066,173.62797575165848,5.4,32.01,55.3,0.0,0.3876215446251126
mini-truck,1,5000.0,3580.2551117495036,211.2351910227327,6.85,18.39,95.8,1.0,0.7817356351834833
delivery-van,3,800.0,295.5362963196159,431.49983144086275,12.51,2.78,62.7,1.0,0.8555415099199317
tempo,2,1200.0,1034.7266689148876,325.54862697331043,13.64,4.38,52.0,1.0,0.9145638256140481
mini-truck,1,5000.0,2589.5081008396696,250.21717767131435,7.82,13.25,89.8,1.0,0.7557077404375887
tempo,2,1200.0,1166.9519949623952,546.6179072665213,14.17,2.12,66.7,1.0,0.9207111350450476
tempo,2,1200.0,292.3243930984999,620.038763724,12.16,3.97,64.7,1.0,0.9685912658848777
delivery-van,3,800.0,786.4644698606123,331.67282467519794,10.25,1.44,60.2,1.0,0.8648513693083124
delivery-van,3,800.0,248.92425516531614,597.832243694362,11.74,2.86,57.9,1.0,0.8202961075020546
mini-truck,1,5000.0,991.3867451923627,214.90293232676208,7.87,14.67,64.4,1.0,0.7329288932608579
delivery-van,3,800.0,572.5930103292417,212.4193489141338,10.66,2.56,92.7,1.0,0.9041376873813086
heavy-truck,0,10000.0,6190.8191427201,518.8852666537273,4.54,30.85,93.3,1.0,0.5787410180848283
delivery-van,3,800.0,732.592277123167,455.76479258607856,11.89,3.25,56.1,1.0,0.8414333682722978
heavy-truck,0,10000.0,8110.410649917858,505.8261278969357,5.58,17.39,81.3,0.0,0.5888721834538264
tempo,2,1200.0,894.4863487093633,685.7716206116338,12.51,4.55,74.2,1.0,0.9054553718021592
tempo,2,1200.0,712.2749772959513,131.52443331145724,13.48,3.3,50.7,1.0,0.9089969834033207
tempo,2,1200.0,627.7546574689671,567.6464739614012,12.74,4.32,70.4,1.0,0.9235907653414623
heavy-truck,0,10000.0,7352.907504213871,651.7031984052609,5.49,17.84,72.6,1.0,0.652436882211998
heavy-truck,0,10000.0,3905.9046753559523,399.496658225661,5.66,23.21,67.9,1.0,0.643106891541309
delivery-van,3,800.0,616.9450885797984,610.3442625561942,12.56,3.23,45.6,1.0,0.8133490179149881
mini-truck,1,5000.0,840.6741521632991,102.17948490970507,7.79,17.46,56.3,1.0,0.7680995060103556
tempo,2,1200.0,1214.561360816537,450.69190716762245,14.19,3.91,80.9,1.0,0.817981361732153
delivery-van,3,800.0,700.7011917717215,510.2852809810741,10.71,2.51,47.7,0.0,0.6248045691369292
heavy-truck,0,10000.0,3093.794495301006,304.51074602529866,5.24,19.74,91.0,1.0,0.7032661890705433
delivery-van,3,800.0,418.71396978501593,335.51365377046204,12.02,2.08,71.9,1.0,0.9875218390495284
heavy-truck,0,10000.0,5618.49251627855,439.6205975694756,5.22,26.82,81.1,1.0,0.6068284188913783
mini-truck,1,5000.0,4149.303395425831,371.7317582148707,8.12,9.64,65.3,1.0,0.8257522525036965
tempo,2,1200.0,887.7635557003866,370.68845813855404,15.01,2.31,76.9,1.0,0.9283741155194907
tempo,2,1200.0,665.7736065461932,672.4307189090944,14.17,5.26,76.7,1.0,0.9582361212742768
mini-truck,1,5000.0,1694.6767464984111,608.7378192338555,6.82,9.46,70.7,1.0,0.7063888290476393
delivery-van,3,800.0,276.90620760990856,455.9394434917519,11.41,1.62,51.0,0.0,0.7164957376329177
delivery-van,3,800.0,602.1140652997111,455.7939194766505,13.42,2.52,64.7,0.0,0.8585286610521228
heavy-truck,0,10000.0,9684.126360489909,368.60901806548264,4.85,18.23,85.3,1.0,0.798307677407245
heavy-truck,0,10000.0,3690.0681527342826,93.96363243923815,5.28,29.45,56.1,0.0,0.4664267610829592
heavy-truck,0,10000.0,2027.598951881817,229.5825998137061,4.64,25.25,72.7,0.0,0.4320301518108174
mini-truck,1,5000.0,3226.6851040012248,397.2063323490587,7.94,15.53,90.9,1.0,0.7676653137399037
tempo,2,1200.0,735.0812247922554,346.707231704577,13.88,4.27,52.9,1.0,0.8544326445975625
mini-truck,1,5000.0,4701.3343243785175,350.8443660992299,7.14,21.74,87.1,1.0,0.6279762767027286
mini-truck,1,5000.0,1284.9298984526272,287.79910683908815,7.62,17.01,53.8,1.0,0.6565756328077068
heavy-truck,0,10000.0,6106.992536801471,71.4845182115188,4.49,38.35,78.0,0.0,0.4161189319603091
mini-truck,1,5000.0,2011.5694043150422,88.08994717467151,6.71,17.35,59.2,1.0,0.7742976689741985
mini-truck,1,5000.0,3243.481952296942,681.8133625293409,6.51,13.11,62.7,0.0,0.5592077617619495
mini-truck,1,5000.0,1200.2985194188243,412.06567622991406,8.16,16.06,72.1,1.0,0.7510352259909998
mini-truck,1,5000.0,1438.7078054000967,591.905651057897,8.25,15.32,94.3,1.0,0.7910445345555069
mini-truck,1,5000.0,4562.561995169954,460.8826246696463,6.44,8.54,70.9,1.0,0.8812253989969748
tempo,2,1200.0,1243.0592713021554,286.2152354202311,14.45,2.65,72.0,0.0,0.6657165474711504
mini-truck,1,5000.0,1542.387155792241,691.9274457722305,7.15,11.17,85.4,1.0,0.79649826608989
delivery-van,3,800.0,836.9929198133965,681.636533486005,13.78,2.76,85.7,0.0,0.6535493433354079
tempo,2,1200.0,1130.075885345858,561.5463040322838,12.71,4.83,52.4,1.0,0.8586422788748731
tempo,2,1200.0,297.94716749950607,368.9476188174922,15.57,3.42,90.7,1.0,0.9014935554083157
mini-truck,1,5000.0,4344.432681120302,122.13050478664876,8.33,16.33,82.3,0.0,0.6348430450615681
mini-truck,1,5000.0,2338.169848856111,245.36600991842263,7.76,16.22,73.7,0.0,0.6460156817434826
mini-truck,1,5000.0,4532.77429140927,184.4418210259372,7.46,14.77,50.9,0.0,0.6065611817661576
heavy-truck,0,10000.0,10092.016651812768,133.55368129553838,4.32,31.29,97.4,1.0,0.5003352695978415
heavy-truck,0,10000.0,2303.342885572507,630.19786733539,4.84,23.43,67.9,0.0,0.4658925660194648
delivery-van,3,800.0,125.09605515894337,254.91952574443013,12.63,2.63,88.6,0.0,0.6849688495556228
mini-truck,1,5000.0,5168.556334523699,195.11136190525457,6.84,14.52,87.5,1.0,0.6580315885651131
heavy-truck,0,10000.0,3987.853644693169,416.3906717373737,4.44,36.58,70.3,1.0,0.6480919301009166
heavy-truck,0,10000.0,2572.646951623959,629.7664810388234,4.56,27.42,45.4,1.0,0.5398031862631996
heavy-truck,0,10000.0,8271.914862595831,659.7773732846349,5.06,32.76,70.2,1.0,0.5999362025180847
tempo,2,1200.0,823.1233273926834,196.40123629407995,13.38,2.94,56.0,0.0,0.8047920676907045
delivery-van,3,800.0,549.1136107703371,107.37059076052198,12.89,2.04,80.7,1.0,0.9364791549826195
tempo,2,1200.0,256.2776358771267,264.55179439994873,13.14,2.39,86.9,1.0,1.0
mini-truck,1,5000.0,5096.426542232518,100.96400727814228,7.01,19.89,45.1,0.0,0.3727729079520396
delivery-van,3,800.0,365.0263255331866,116.7266331301277,11.41,1.88,71.2,0.0,0.7803361919009743
tempo,2,1200.0,397.4538688800888,490.90901083239737,16.05,3.46,80.2,1.0,0.9620317424271018
delivery-van,3,800.0,665.6235897049935,299.22706433843524,12.23,1.49,47.1,0.0,0.707771689320715
heavy-truck,0,10000.0,8998.273584661682,373.78054914941606,5.75,16.91,96.8,1.0,0.7572982860993733
tempo,2,1200.0,338.20726185165245,642.0801699314356,14.8,3.28,46.1,0.0,0.7683016217738132
mini-truck,1,5000.0,2309.8922766727765,220.51270032541467,7.18,16.28,76.3,1.0,0.7061946213011709
mini-truck,1,5000.0,4398.424526333307,227.19100275519963,7.69,20.82,74.4,1.0,0.7141480535582858
tempo,2,1200.0,1217.8881491089123,119.36994750867775,12.98,2.55,61.1,0.0,0.684916173965693
mini-truck,1,5000.0,3134.1179337078515,377.017071378823,6.42,13.3,65.7,1.0,0.6765703833573988
heavy-truck,0,10000.0,5667.214177214008,270.92360295392325,4.97,37.1,50.1,1.0,0.47965607054853976
tempo,2,1200.0,751.8751608422831,516.4926334030239,13.33,2.71,60.8,1.0,0.9376642595878566
mini-truck,1,5000.0,4055.535834115638,635.2671949310038,6.88,16.52,85.9,1.0,0.7960337759384442
mini-truck,1,5000.0,4819.932441091292,202.15016495821814,6.42,14.03,47.3,1.0,0.7147869163001692
heavy-truck,0,10000.0,5809.698731141123,299.19616556100044,4.76,18.71,49.1,1.0,0.7183251234100515
tempo,2,1200.0,995.7445205703406,503.25435756978385,13.97,3.34,49.4,1.0,0.8946277177123416
delivery-van,3,800.0,512.3624752420444,99.35627756599004,10.34,2.62,86.1,0.0,0.7517540889170895
delivery-van,3,800.0,703.1669718639614,231.2272137084829,12.74,1.33,98.3,0.0,0.8123130485121632
heavy-truck,0,10000.0,7033.252405051316,541.2742270234776,4.4,21.56,98.5,1.0,0.676809651771203
delivery-van,3,800.0,179.03606033614835,247.95170740857898,11.69,2.1,52.9,1.0,0.9221171242939658
heavy-truck,0,10000.0,6635.14858072711,286.37190442853927,4.96,28.3,64.1,1.0,0.6005114559846164
mini-truck,1,5000.0,774.2331102881413,450.4657417920952,8.49,18.35,50.0,1.0,0.7256949419402524
mini-truck,1,5000.0,4179.225624244403,510.9002003530299,7.27,10.09,65.7,1.0,0.7772263850288538
tempo,2,1200.0,659.7643710217113,384.8250450071268,13.87,3.4,76.7,1.0,0.866184046581294
tempo,2,1200.0,802.3511045336202,619.91186939446,15.74,4.55,65.7,1.0,0.9635410387143132
heavy-truck,0,10000.0,2805.630977535943,691.2460689696978,5.28,27.62,90.2,1.0,0.5990311446121802
heavy-truck,0,10000.0,5969.912755534226,122.73916720332508,4.65,17.67,94.0,1.0,0.6711797457489155
mini-truck,1,5000.0,2009.2293623795365,70.33072303870902,6.47,12.62,45.3,1.0,0.652366997495785
delivery-van,3,800.0,324.94382074040243,249.4378676404218,13.72,2.45,81.1,1.0,0.9954230762180312
heavy-truck,0,10000.0,6873.075052316701,137.1541812414984,5.03,18.96,51.1,1.0,0.613539197019132
mini-truck,1,5000.0,3904.467972574843,287.9702454265797,8.26,10.96,63.7,1.0,0.7775792016635755
heavy-truck,0,10000.0,1762.5946816107887,695.7105886043585,5.34,43.32,83.0,1.0,0.49247762385055704
heavy-truck,0,10000.0,5421.044550115168,440.7472041020978,5.24,37.08,87.2,0.0,0.38315156533819794
delivery-van,3,800.0,627.1979629989747,271.10258728944785,10.41,2.56,74.9,0.0,0.7033413970898599
delivery-van,3,800.0,826.7945135433124,685.5478567048839,13.23,2.69,65.9,1.0,0.8198976764064148
mini-truck,1,5000.0,2833.0907804081644,583.6430943993349,6.81,21.55,91.3,0.0,0.6030682272941966
delivery-van,3,800.0,262.16994548466323,110.73902455544292,13.26,1.3,83.6,1.0,0.870025623889682
delivery-van,3,800.0,341.9968288189951,696.1252244571592,13.68,2.38,80.4,1.0,0.9960185942556387
mini-truck,1,5000.0,5111.306087776547,94.6324838343407,6.38,19.06,97.4,1.0,0.7337114337811658
heavy-truck,0,10000.0,8465.472359969943,482.9696588752855,5.28,27.9,55.8,1.0,0.5962356988253098
delivery-van,3,800.0,534.3637365442742,189.93133667813333,10.81,3.16,83.7,1.0,0.879949403045245
delivery-van,3,800.0,718.8171365573266,647.9842906189417,11.34,3.25,96.8,1.0,1.0
mini-truck,1,5000.0,3873.5113342615487,513.1642821467574,7.77,9.63,61.3,0.0,0.6777424711444439
tempo,2,1200.0,709.1063189164778,559.2341413131624,15.63,3.88,56.5,1.0,0.9881937355516798
tempo,2,1200.0,693.0650502676061,639.3909168699022,15.47,3.18,65.7,1.0,0.9386335242451113
delivery-van,3,800.0,728.1190477981811,95.6453759834713,12.94,2.39,56.7,1.0,0.8934417343816389
mini-truck,1,5000.0,4667.012656780573,209.55649699945454,8.25,18.27,79.8,1.0,0.7745720751712019
mini-truck,1,5000.0,4613.224154833392,424.03917709877965,6.42,10.95,90.4,1.0,0.8332353177839702
heavy-truck,0,10000.0,7172.843235296122,254.93016609682508,4.5,18.61,57.1,1.0,0.5932982237082184
tempo,2,1200.0,375.57765518685454,120.87382180234528,13.95,2.49,47.0,1.0,0.925309536425962
mini-truck,1,5000.0,1274.233630950396,681.8887224751475,7.62,13.26,62.5,0.0,0.6662468256483529
tempo,2,1200.0,762.8463747551629,527.0547367909461,13.38,2.3,60.8,1.0,0.9346038436906586
tempo,2,1200.0,1153.1158604807733,492.1788541495419,14.62,5.14,82.4,1.0,0.9600787450855126
delivery-van,3,800.0,492.4899184409058,473.11752508120856,12.06,2.44,65.2,1.0,0.9904168635152728
tempo,2,1200.0,1006.6633790237751,301.9596832451685,14.0,4.75,80.3,1.0,0.9502668781928957
tempo,2,1200.0,1093.84432691972,61.277134804793505,12.62,5.0,94.9,1.0,0.9640542012061017
delivery-van,3,800.0,244.96916312979317,225.9390520468446,12.07,1.59,84.1,1.0,0.8160400040995167
heavy-truck,0,10000.0,7370.281560383012,351.35723200209185,4.61,41.49,68.8,0.0,0.28954619510427515
delivery-van,3,800.0,134.67090539403367,65.86012181084833,11.33,3.45,46.9,0.0,0.676504607392497
delivery-van,3,800.0,593.8398935527027,427.021830854309,12.34,2.23,57.1,1.0,0.8939820624562942
heavy-truck,0,10000.0,6181.114357532176,628.4703238291647,4.37,42.59,85.2,1.0,0.5971195481543958
heavy-truck,0,10000.0,3619.864000632208,534.2596479481067,5.01,40.01,79.4,1.0,0.504167246620479
delivery-van,3,800.0,651.6606104976369,692.3349450403807,10.92,1.63,98.3,1.0,0.9821032018669036
delivery-van,3,800.0,539.8903037986414,236.54685058137716,12.74,2.08,62.5,0.0,0.776827526242503
tempo,2,1200.0,555.9755631564481,586.0854129153564,12.19,4.89,56.8,1.0,0.8488693819218721
